"","Fecha","Precio"
"1720",2019-06-02,8565.473633
"1721",2019-06-03,8741.74707
"1722",2019-06-04,8210.985352
"1723",2019-06-05,7704.343262
"1724",2019-06-06,7819.633301
"1725",2019-06-07,7826.901367
"1726",2019-06-08,8036.774902
"1727",2019-06-09,7949.674805
"1728",2019-06-10,7692.284668
"1729",2019-06-11,8004.243652
"1730",2019-06-12,7925.434082
"1731",2019-06-13,8145.54541
"1732",2019-06-14,8230.898438
"1733",2019-06-15,8689.746094
"1734",2019-06-16,8841.44043
"1735",2019-06-17,8988.923828
"1736",2019-06-18,9335.466797
"1737",2019-06-19,9078.727539
"1738",2019-06-20,9273.060547
"1739",2019-06-21,9525.074219
"1740",2019-06-22,10175.923828
"1741",2019-06-23,10696.691406
"1742",2019-06-24,10853.744141
"1743",2019-06-25,11007.202148
"1744",2019-06-26,11778.581055
"1745",2019-06-27,13017.125
"1746",2019-06-28,11162.167969
"1747",2019-06-29,12400.763672
"1748",2019-06-30,11931.991211
"1749",2019-07-01,10796.930664
"1750",2019-07-02,10588.683594
"1751",2019-07-03,10818.15625
"1752",2019-07-04,11972.71875
"1753",2019-07-05,11203.102539
"1754",2019-07-06,10982.543945
"1755",2019-07-07,11217.616211
"1756",2019-07-08,11446.59668
"1757",2019-07-09,12284.326172
"1758",2019-07-10,12571.537109
"1759",2019-07-11,12139.713867
"1760",2019-07-12,11354.299805
"1761",2019-07-13,11813.126953
"1762",2019-07-14,11381.020508
"1763",2019-07-15,10257.838867
"1764",2019-07-16,10896.65332
"1765",2019-07-17,9471.213867
"1766",2019-07-18,9698.50293
"1767",2019-07-19,10653.956055
"1768",2019-07-20,10525.819336
"1769",2019-07-21,10777.529297
"1770",2019-07-22,10596.948242
"1771",2019-07-23,10346.748047
"1772",2019-07-24,9887.730469
"1773",2019-07-25,9809.09668
"1774",2019-07-26,9913.126953
"1775",2019-07-27,9871.165039
"1776",2019-07-28,9491.626953
"1777",2019-07-29,9548.178711
"1778",2019-07-30,9522.329102
"1779",2019-07-31,9604.050781
"1780",2019-08-01,10077.442383
"1781",2019-08-02,10402.042969
"1782",2019-08-03,10519.27832
"1783",2019-08-04,10821.632813
"1784",2019-08-05,10960.735352
"1785",2019-08-06,11811.544922
"1786",2019-08-07,11476.193359
"1787",2019-08-08,11954.040039
"1788",2019-08-09,11953.469727
"1789",2019-08-10,11861.556641
"1790",2019-08-11,11349.740234
"1791",2019-08-12,11528.189453
"1792",2019-08-13,11385.052734
"1793",2019-08-14,10889.487305
"1794",2019-08-15,10038.421875
"1795",2019-08-16,10319.419922
"1796",2019-08-17,10358.722656
"1797",2019-08-18,10233.005859
"1798",2019-08-19,10350.283203
"1799",2019-08-20,10916.34668
"1800",2019-08-21,10764.572266
"1801",2019-08-22,10142.521484
"1802",2019-08-23,10136.30957
"1803",2019-08-24,10407.644531
"1804",2019-08-25,10160.737305
"1805",2019-08-26,10126.299805
"1806",2019-08-27,10372.826172
"1807",2019-08-28,10203.426758
"1808",2019-08-29,9756.786133
"1809",2019-08-30,9514.844727
"1810",2019-08-31,9597.539063
"1811",2019-09-01,9630.592773
"1812",2019-09-02,9757.473633
"1813",2019-09-03,10345.725586
"1814",2019-09-04,10621.180664
"1815",2019-09-05,10588.183594
"1816",2019-09-06,10578.198242
"1817",2019-09-07,10353.931641
"1818",2019-09-08,10518.114258
"1819",2019-09-09,10443.228516
"1820",2019-09-10,10336.408203
"1821",2019-09-11,10123.035156
"1822",2019-09-12,10176.819336
"1823",2019-09-13,10415.362305
"1824",2019-09-14,10345.40332
"1825",2019-09-15,10356.46582
"1826",2019-09-16,10347.222656
"1827",2019-09-17,10281.513672
"1828",2019-09-18,10247.795898
"1829",2019-09-19,10200.496094
"1830",2019-09-20,10266.318359
"1831",2019-09-21,10183.648438
"1832",2019-09-22,10024.115234
"1833",2019-09-23,10067.962891
"1834",2019-09-24,9729.321289
"1835",2019-09-25,8603.428711
"1836",2019-09-26,8487.669922
"1837",2019-09-27,8113.101074
"1838",2019-09-28,8251.273438
"1839",2019-09-29,8246.037109
"1840",2019-09-30,8104.226563
"1841",2019-10-01,8299.720703
"1842",2019-10-02,8344.212891
"1843",2019-10-03,8390.774414
"1844",2019-10-04,8259.494141
"1845",2019-10-05,8210.149414
"1846",2019-10-06,8149.876953
"1847",2019-10-07,7989.120605
"1848",2019-10-08,8246.849609
"1849",2019-10-09,8229.84082
"1850",2019-10-10,8585.280273
"1851",2019-10-11,8585.262695
"1852",2019-10-12,8315.665039
"1853",2019-10-13,8336.902344
"1854",2019-10-14,8320.832031
"1855",2019-10-15,8373.458008
"1856",2019-10-16,8204.674805
"1857",2019-10-17,8047.8125
"1858",2019-10-18,8100.933594
"1859",2019-10-19,7973.803711
"1860",2019-10-20,7997.807129
"1861",2019-10-21,8225.115234
"1862",2019-10-22,8243.402344
"1863",2019-10-23,8076.228516
"1864",2019-10-24,7509.728027
"1865",2019-10-25,7490.703125
"1866",2019-10-26,8667.577148
"1867",2019-10-27,9241.707031
